tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,dog_name,dog_stage,rating(%),retweet_count,favorite_count,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
890006608113172480,,,2017-07-26 00:31:25+00:00,,,,Koda,Stage_0,130.0,7624.0,31166.0,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1.0,Samoyed,0.957979,True,Pomeranian,0.0138835,True,chow,0.00816748,True
889880896479866881,,,2017-07-25 16:11:53+00:00,,,,Bruno,Stage_0,130.0,5156.0,28268.0,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1.0,French_bulldog,0.377417,True,Labrador_retriever,0.151317,True,muzzle,0.0829811,False
889665388333682689,,,2017-07-25 01:55:32+00:00,,,,None,Stage_4,130.0,8538.0,38818.0,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1.0,Pembroke,0.966327,True,Cardigan,0.0273557,True,basenji,0.00463323,True
889638837579907072,,,2017-07-25 00:10:02+00:00,,,,Ted,Stage_0,120.0,4735.0,27672.0,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1.0,French_bulldog,0.99165,True,boxer,0.00212864,True,Staffordshire_bullterrier,0.00149818,True
889531135344209921,,,2017-07-24 17:02:04+00:00,,,,Stuart,Stage_4,130.0,2321.0,15359.0,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1.0,golden_retriever,0.953442,True,Labrador_retriever,0.0138341,True,redbone,0.00795775,True
889278841981685760,,,2017-07-24 00:19:32+00:00,,,,Oliver,Stage_0,130.0,5637.0,25652.0,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1.0,whippet,0.626152,True,borzoi,0.194742,True,Saluki,0.0273507,True
888917238123831296,,,2017-07-23 00:22:39+00:00,,,,Jim,Stage_0,120.0,4709.0,29611.0,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,golden_retriever,0.714719,True,Tibetan_mastiff,0.1201839999999999,True,Labrador_retriever,0.1055059999999999,True
888804989199671297,,,2017-07-22 16:56:37+00:00,,,,Zeke,Stage_0,130.0,4559.0,26080.0,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True
888554962724278272,,,2017-07-22 00:23:06+00:00,,,,Ralphus,Stage_0,130.0,3732.0,20290.0,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,malamute,0.111411,True
888202515573088257,,,2017-07-21 01:02:36+00:00,8.874739571039519e+17,4196983835.0,2017-07-19 00:47:34+00:00,Canela,Stage_0,130.0,,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True
888078434458587136,,,2017-07-20 16:49:33+00:00,,,,Gerald,Stage_0,120.0,3653.0,22201.0,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,French_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True
887705289381826560,,,2017-07-19 16:06:48+00:00,,,,Jeffrey,Stage_0,130.0,5609.0,30779.0,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.0262364,True
887517139158093824,,,2017-07-19 03:39:09+00:00,,,,such,Stage_0,140.0,12082.0,46959.0,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1.0,limousine,0.130432,False,tow_truck,0.0291754,False,shopping_cart,0.0263208,False
887473957103951883,,,2017-07-19 00:47:34+00:00,,,,Canela,Stage_0,130.0,18781.0,69871.0,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True
887343217045368832,,,2017-07-18 16:08:03+00:00,,,,None,Stage_0,130.0,10737.0,34222.0,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1.0,Mexican_hairless,0.330741,True,sea_lion,0.275645,False,Weimaraner,0.134203,True
887101392804085760,,,2017-07-18 00:07:08+00:00,,,,None,Stage_0,120.0,6167.0,31061.0,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1.0,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.0297047,True
886983233522544640,,,2017-07-17 16:17:36+00:00,,,,Maya,Stage_0,130.0,8084.0,35859.0,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,Chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False
886736880519319552,,,2017-07-16 23:58:41+00:00,,,,Mingus,Stage_0,130.0,3443.0,12306.0,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.0863463,True
886680336477933568,,,2017-07-16 20:14:00+00:00,,,,Derek,Stage_0,130.0,4610.0,22798.0,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,convertible,0.738995,False,sports_car,0.139952,False,car_wheel,0.0441726999999999,False
886366144734445568,,,2017-07-15 23:25:31+00:00,,,,Roscoe,Stage_3,120.0,3316.0,21524.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True
886267009285017600,8.862663570751283e+17,2281181600.0,2017-07-15 16:51:35+00:00,,,,None,Stage_0,120.0,4.0,117.0,,,,,,,,,,,
886258384151887873,,,2017-07-15 16:17:19+00:00,,,,Waffles,Stage_0,130.0,6523.0,28469.0,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,pug,0.943575,True,shower_cap,0.0252856,False,Siamese_cat,0.00284892,False
886054160059072513,,,2017-07-15 02:45:48+00:00,8.860537344211026e+17,19607400.0,2017-07-15 02:44:07+00:00,None,Stage_0,120.0,108.0,0.0,,,,,,,,,,,
885984800019947520,,,2017-07-14 22:10:11+00:00,,,,Jimbo,Stage_0,120.0,7097.0,33382.0,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,Blenheim_spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True
885528943205470208,,,2017-07-13 15:58:47+00:00,,,,Maisey,Stage_0,130.0,6683.0,36689.0,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,pug,0.369275,True,Labrador_retriever,0.265835,True,kuvasz,0.134697,True
885518971528720385,,,2017-07-13 15:19:09+00:00,,,,None,Stage_0,140.0,3899.0,20788.0,,,,,,,,,,,
885311592912609280,,,2017-07-13 01:35:06+00:00,8.305833205850685e+17,4196983835.0,2017-02-12 01:04:29+00:00,Lilly,Stage_0,130.0,19297.0,0.0,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,1.0,Labrador_retriever,0.908703,True,seat_belt,0.0570909,False,pug,0.0119335,True
885167619883638784,,,2017-07-12 16:03:00+00:00,,,,None,Stage_0,130.0,4556.0,22367.0,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True
884925521741709313,,,2017-07-12 00:01:00+00:00,,,,Earl,Stage_0,120.0,16439.0,68152.0,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,Italian_greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True
884876753390489601,,,2017-07-11 20:47:12+00:00,,,,Lola,Stage_0,130.0,6096.0,28514.0,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True
884562892145688576,,,2017-07-11 00:00:02+00:00,,,,Kevin,Stage_0,130.0,5100.0,24765.0,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True
884441805382717440,,,2017-07-10 15:58:53+00:00,,,,None,Stage_0,140.0,5856.0,27478.0,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True
884247878851493888,,,2017-07-10 03:08:17+00:00,,,,None,Stage_0,130.0,21298.0,74423.0,,,,,,,,,,,
884162670584377345,,,2017-07-09 21:29:42+00:00,,,,Yogi,Stage_1,120.0,3128.0,20771.0,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True
883838122936631299,,,2017-07-09 00:00:04+00:00,,,,Noah,Stage_0,120.0,3586.0,22349.0,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True
883482846933004288,,,2017-07-08 00:28:19+00:00,,,,Bella,Stage_0,50.0,10407.0,46860.0,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,kuvasz,0.00550072,True
883360690899218434,,,2017-07-07 16:22:55+00:00,,,,Grizzwald,Stage_2,130.0,3825.0,22986.0,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True
883117836046086144,,,2017-07-07 00:17:54+00:00,,,,None,Stage_0,130.0,6949.0,37914.0,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,golden_retriever,0.949562,True,Labrador_retriever,0.0459479,True,kuvasz,0.00247094,True
882992080364220416,,,2017-07-06 15:58:11+00:00,,,,Rusty,Stage_0,130.0,4122.0,24445.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,Eskimo_dog,0.4667779999999999,True,Siberian_husky,0.406044,True,dingo,0.0734143999999999,False
882762694511734784,,,2017-07-06 00:46:41+00:00,,,,Gus,Stage_3,120.0,5134.0,28903.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.0155793999999999,True
882627270321602560,,,2017-07-05 15:48:34+00:00,,,,Stanley,Stage_0,130.0,6342.0,28382.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True
882268110199369728,,,2017-07-04 16:01:23+00:00,,,,Alfy,Stage_0,130.0,12118.0,45880.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,golden_retriever,0.762211,True,Labrador_retriever,0.0989848999999999,True,cocker_spaniel,0.0171995,True
882045870035918850,,,2017-07-04 01:18:17+00:00,,,,Koko,Stage_0,130.0,5203.0,29900.0,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1.0,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True
881906580714921986,,,2017-07-03 16:04:48+00:00,,,,Rey,Stage_0,120.0,3533.0,24773.0,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1.0,Weimaraner,0.291539,True,Chesapeake_Bay_retriever,0.278966,True,koala,0.127017,False
881666595344535552,,,2017-07-03 00:11:11+00:00,,,,Gary,Stage_0,130.0,11099.0,51522.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,Saluki,0.529012,True,Afghan_hound,0.250003,True,golden_retriever,0.160739,True
881633300179243008,8.816070373140521e+17,47384430.0,2017-07-02 21:58:53+00:00,,,,None,Stage_0,170.0,7.0,129.0,,,,,,,,,,,
881536004380872706,,,2017-07-02 15:32:16+00:00,,,,a,Stage_3,140.0,16570.0,50199.0,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1.0,Samoyed,0.281463,True,Angora,0.272066,False,Persian_cat,0.114854,False
881268444196462592,,,2017-07-01 21:49:04+00:00,,,,Elliot,Stage_0,120.0,5358.0,23501.0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1.0,tusker,0.473303,False,Indian_elephant,0.245646,False,ibex,0.0556607,False
880935762899988482,,,2017-06-30 23:47:07+00:00,,,,Louis,Stage_0,130.0,2886.0,17346.0,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1.0,street_sign,0.251801,False,umbrella,0.115123,False,traffic_light,0.0695338,False
880872448815771648,,,2017-06-30 19:35:32+00:00,,,,None,Stage_0,120.0,3989.0,21734.0,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1.0,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True
880465832366813184,,,2017-06-29 16:39:47+00:00,,,,Bella,Stage_0,120.0,6546.0,29075.0,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True
880221127280381952,,,2017-06-29 00:27:25+00:00,,,,Jesse,Stage_0,120.0,4436.0,27640.0,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,Chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525802999999999,True
880095782870896641,,,2017-06-28 16:09:20+00:00,,,,None,Stage_0,110.0,4533.0,28150.0,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1.0,miniature_pinscher,0.120298,True,Rhodesian_ridgeback,0.106395,True,beagle,0.106073,True
879862464715927552,,,2017-06-28 00:42:13+00:00,,,,Romeo,Stage_0,130.0,3642.0,22667.0,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True
879674319642796034,8.795538273341727e+17,3105440746.0,2017-06-27 12:14:36+00:00,,,,None,Stage_0,140.0,10.0,315.0,,,,,,,,,,,
879492040517615616,,,2017-06-27 00:10:17+00:00,,,,Bailey,Stage_0,120.0,3323.0,23822.0,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1.0,German_short-haired_pointer,0.479896,True,vizsla,0.1243529999999999,True,bath_towel,0.0733202,False
879415818425184262,,,2017-06-26 19:07:24+00:00,,,,Duddles,Stage_0,130.0,45849.0,107956.0,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1.0,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True
879376492567855104,,,2017-06-26 16:31:08+00:00,,,,Jack,Stage_0,120.0,3261.0,17099.0,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1.0,tricycle,0.663601,False,Labrador_retriever,0.0334961,True,Pembroke,0.0188266,True
879130579576475649,,,2017-06-26 00:13:58+00:00,8.780576130401157e+17,4196983835.0,2017-06-23 01:10:23+00:00,Emmy,Stage_0,140.0,7181.0,0.0,,,,,,,,,,,
879050749262655488,,,2017-06-25 18:56:45+00:00,,,,Steven,Stage_0,110.0,4941.0,23022.0,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1.0,tabby,0.311861,False,window_screen,0.169123,False,Egyptian_cat,0.132932,False
879008229531029506,,,2017-06-25 16:07:47+00:00,,,,Beau,Stage_0,130.0,2812.0,19317.0,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1.0,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,American_Staffordshire_terrier,0.0087113,True
878776093423087618,,,2017-06-25 00:45:22+00:00,,,,Snoopy,Stage_4,130.0,4319.0,19763.0,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2.0,Italian_greyhound,0.734684,True,whippet,0.1504869999999999,True,Ibizan_hound,0.0397246,True
878604707211726852,,,2017-06-24 13:24:20+00:00,,,,None,Stage_0,130.0,7582.0,30931.0,,,,,,,,,,,
878404777348136964,,,2017-06-24 00:09:53+00:00,8.782815110064783e+17,4196983835.0,2017-06-23 16:00:04+00:00,Shadow,Stage_0,130.0,1349.0,0.0,,,,,,,,,,,
878316110768087041,,,2017-06-23 18:17:33+00:00,6.690003974455337e+17,4196983835.0,2015-11-24 03:51:38+00:00,Terrance,Stage_0,110.0,6965.0,0.0,,,,,,,,,,,
878281511006478336,,,2017-06-23 16:00:04+00:00,,,,Shadow,Stage_0,130.0,1349.0,7913.0,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1.0,basset,0.32042,True,collie,0.215975,True,Appenzeller,0.1285069999999999,True
878057613040115712,,,2017-06-23 01:10:23+00:00,,,,Emmy,Stage_0,140.0,7181.0,42876.0,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1.0,French_bulldog,0.839097,True,Boston_bull,0.0787993999999999,True,toy_terrier,0.0152433999999999,True
877736472329191424,,,2017-06-22 03:54:17+00:00,,,,Aja,Stage_0,130.0,17300.0,71144.0,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2.0,Chesapeake_Bay_retriever,0.8379559999999999,True,Labrador_retriever,0.0620342,True,Weimaraner,0.0405991,True
877611172832227328,,,2017-06-21 19:36:23+00:00,8.76850772322988e+17,512804507.0,2017-06-19 17:14:49+00:00,None,Stage_3,140.0,83.0,0.0,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,1.0,Irish_setter,0.3647289999999999,True,golden_retriever,0.202907,True,Irish_terrier,0.107473,True
877556246731214848,,,2017-06-21 15:58:08+00:00,,,,Penny,Stage_0,120.0,3994.0,23258.0,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1.0,basset,0.995368,True,Welsh_springer_spaniel,0.00193621,True,bathtub,0.000467919,False
877316821321428993,,,2017-06-21 00:06:44+00:00,,,,Dante,Stage_0,130.0,5414.0,27907.0,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1.0,Saluki,0.5099670000000001,True,Italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True
877201837425926144,,,2017-06-20 16:29:50+00:00,,,,Nelly,Stage_0,120.0,5880.0,27755.0,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1.0,Pembroke,0.93112,True,Cardigan,0.0686982,True,basenji,8.17379e-05,True
876838120628539392,,,2017-06-19 16:24:33+00:00,,,,Ginger,Stage_3,120.0,3506.0,21125.0,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1.0,bloodhound,0.575751,True,redbone,0.24097,True,Tibetan_mastiff,0.0889348,True
876537666061221889,,,2017-06-18 20:30:39+00:00,,,,None,Stage_0,140.0,4800.0,23869.0,,,,,,,,,,,
876484053909872640,,,2017-06-18 16:57:37+00:00,,,,Benedict,Stage_0,130.0,2511.0,19163.0,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1.0,golden_retriever,0.874566,True,Irish_terrier,0.0373542,True,chow,0.0167235999999999,True
876120275196170240,,,2017-06-17 16:52:05+00:00,,,,Venti,Stage_0,130.0,4903.0,28490.0,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1.0,Bernese_mountain_dog,0.534327,True,Saint_Bernard,0.346312,True,Greater_Swiss_Mountain_dog,0.0949327,True
875747767867523072,,,2017-06-16 16:11:53+00:00,,,,Goose,Stage_0,130.0,4497.0,25773.0,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1.0,Labrador_retriever,0.799551,True,Chesapeake_Bay_retriever,0.179975,True,vizsla,0.0046176,True
875144289856114688,,,2017-06-15 00:13:52+00:00,,,,Nugget,Stage_0,130.0,5081.0,22185.0,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1.0,Siberian_husky,0.245048,True,Pembroke,0.223716,True,dingo,0.160753,False
875097192612077568,,,2017-06-14 21:06:43+00:00,,,,None,Stage_0,130.0,6342.0,27997.0,,,,,,,,,,,
875021211251597312,,,2017-06-14 16:04:48+00:00,,,,None,Stage_0,120.0,4922.0,26022.0,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2.0,West_Highland_white_terrier,0.7143189999999999,True,Siberian_husky,0.0919133,True,Great_Pyrenees,0.0460381999999999,True
874680097055178752,,,2017-06-13 17:29:20+00:00,,,,Cash,Stage_0,120.0,4875.0,28439.0,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1.0,Labrador_retriever,0.836052,True,Staffordshire_bullterrier,0.0470690999999999,True,beagle,0.0360071,True
874434818259525634,,,2017-06-13 01:14:41+00:00,8.663349647612027e+17,4196983835.0,2017-05-21 16:48:45+00:00,Coco,Stage_0,120.0,15546.0,0.0,,,,,,,,,,,
874296783580663808,,,2017-06-12 16:06:11+00:00,,,,Jed,Stage_3,130.0,4308.0,26651.0,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1.0,cocker_spaniel,0.437216,True,miniature_poodle,0.2771909999999999,True,toy_poodle,0.157402,True
874057562936811520,,,2017-06-12 00:15:36+00:00,,,,None,Stage_0,120.0,4125.0,23134.0,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1.0,flat-coated_retriever,0.8321770000000001,True,black-and-tan_coonhound,0.0404369,True,Newfoundland,0.0282283,True
874012996292530176,,,2017-06-11 21:18:31+00:00,,,,Sebastian,Stage_4,130.0,11007.0,35501.0,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2.0,Cardigan,0.806674,True,Pembroke,0.116622,True,kelpie,0.0491819,True
873697596434513921,,,2017-06-11 00:25:14+00:00,8.688803978194944e+17,4196983835.0,2017-05-28 17:23:24+00:00,Walter,Stage_0,140.0,12518.0,0.0,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,1.0,laptop,0.153718,False,French_bulldog,0.0999839,True,printer,0.0771299,False
873580283840344065,,,2017-06-10 16:39:04+00:00,,,,None,Stage_0,130.0,4143.0,24837.0,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1.0,Newfoundland,0.678537,True,Tibetan_mastiff,0.244022,True,chow,0.0485295,True
873337748698140672,,,2017-06-10 00:35:19+00:00,8.732137756329779e+17,4196983835.0,2017-06-09 16:22:42+00:00,Sierra,Stage_3,120.0,1667.0,0.0,,,,,,,,,,,
873213775632977920,,,2017-06-09 16:22:42+00:00,,,,Sierra,Stage_3,120.0,1667.0,7467.0,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1.0,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,Chesapeake_Bay_retriever,0.0126763,True
872967104147763200,,,2017-06-09 00:02:31+00:00,,,,None,Stage_1,120.0,5669.0,28031.0,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2.0,Labrador_retriever,0.476913,True,Chesapeake_Bay_retriever,0.174145,True,German_short-haired_pointer,0.0928614,True
872820683541237760,,,2017-06-08 14:20:41+00:00,,,,None,Stage_0,130.0,3884.0,15029.0,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3.0,pug,0.99912,True,French_bulldog,0.00055192,True,bull_mastiff,7.28904e-05,True
872668790621863937,,,2017-06-08 04:17:07+00:00,8.726575842595512e+17,154767397.0,2017-06-08 03:32:35+00:00,None,Stage_0,140.0,31.0,0.0,,,,,,,,,,,
872620804844003328,,,2017-06-08 01:06:27+00:00,,,,Monkey,Stage_0,130.0,3911.0,21309.0,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1.0,cocker_spaniel,0.513191,True,Sussex_spaniel,0.159088,True,standard_poodle,0.149509,True
872486979161796608,,,2017-06-07 16:14:40+00:00,,,,None,Stage_0,120.0,9429.0,41606.0,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1.0,Pembroke,0.931861,True,Cardigan,0.0377211999999999,True,Chihuahua,0.0119667,True
872261713294495745,,,2017-06-07 01:19:32+00:00,,,,Harry,Stage_0,130.0,6649.0,35085.0,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2.0,Labrador_retriever,0.972019,True,flat-coated_retriever,0.00817828,True,Chesapeake_Bay_retriever,0.00735927,True
